algorithm,seed,generation_time_ms,is_connected,path_length,floor_count,wall_count,floor_ratio,room_count,largest_room_area,used_fixed_start_end_rooms,keep_only_reachable_area_from_start,run_index,png_path
WFC,12345,455.537,false,-1,273,3823,0.066650390625,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,413.217,false,-1,283,3813,0.069091796875,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,426.343,false,-1,295,3801,0.072021484375,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,458.366,false,-1,284,3812,0.0693359375,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,2494.458,false,-1,0,4096,0.0,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,202.797,false,-1,18,4078,0.00439453125,0,0,true,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,443.332,false,-1,281,3815,0.068603515625,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1018.88,false,-1,0,4096,0.0,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,617.936,false,-1,301,3795,0.073486328125,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,593.722,true,19,44,4052,0.0107421875,0,0,false,true,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1635.512,false,-1,2052,2044,0.5009765625,6,15,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1635.475,false,-1,2084,2012,0.5087890625,3,22,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1670.435,true,0,1,4095,0.000244140625,0,0,false,true,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1634.381,false,-1,2033,2063,0.496337890625,6,11,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,565.401,false,-1,18,4078,0.00439453125,2,9,true,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1652.789,false,-1,1979,2117,0.483154296875,6,21,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,467.019,false,-1,318,3778,0.07763671875,1,21,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,529.362,false,-1,298,3798,0.07275390625,0,0,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,1532.994,false,-1,2078,2018,0.50732421875,8,27,false,false,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,896.806,true,7,11,4085,0.002685546875,0,0,false,true,0,res://output/png/WFC/run_000_seed_12345.png
WFC,12345,203.769,true,5,12,4084,0.0029296875,1,12,false,false,0,res://output/png/WFC/run_000_seed_12345.png
